"","LHS","RHS","support","confidence","coverage","lift","count"
"112","{farmer}","{bauer}",0.000526397275119988,0.686868686868687,0.000766372503483511,1019.88157436433,68
"113","{bauer}","{der}",0.000580585229911751,0.862068965517241,0.000673478866697631,1060.59113300493,75
"114","{der}","{bauer}",0.000580585229911751,0.714285714285714,0.000812819321876451,1060.59113300493,75
"115","{bauer}","{mean}",0.000418021365536461,0.620689655172414,0.000673478866697631,36.6959678055709,54
"116","{48}","{gb}",0.000263198637559994,0.586206896551724,0.000448985911131754,127.485196795542,34
"117","{nexus}","{gamer}",0.00025545750116117,0.647058823529412,0.000394797956339991,116.093137254902,33
"118","{beer}","{hold}",0.000332868865149404,0.573333333333333,0.000580585229911751,142.979150579151,43
"119","{jif}","{gif}",0.000425762501935284,0.561224489795918,0.000758631367084688,467.735352205398,55
"120","{retire}","{linus}",0.000286422046756464,0.544117647058823,0.000526397275119988,8.45125858447262,37
"121","{transistor}","{nm}",0.000193528409970584,0.5,0.000387056819941167,140.413043478261,25
"122","{710}","{gt}",0.000270939773958817,0.625,0.000433503638334107,322.95,35
"123","{bottle}","{water}",0.0002322340919647,0.6,0.000387056819941167,302.765625,30
"124","{twist}","{plot}",0.000309645455952934,0.634920634920635,0.000487691593125871,1051.52625152625,40
"125","{plot}","{twist}",0.000309645455952934,0.512820512820513,0.000603808639108221,1051.52625152625,40
"126","{facial}","{hair}",0.000270939773958817,0.564516129032258,0.000479950456727047,117.430263362942,35
"127","{pulse}","{ad}",0.000340610001548227,0.628571428571429,0.000541879547917634,42.2031482031482,44
"128","{pulse}","{way}",0.000410280229137637,0.757142857142857,0.000541879547917634,40.1674391317102,53
"129","{pulse}","{linus}",0.000387056819941167,0.714285714285714,0.000541879547917634,11.0943162884969,50
"130","{lttstore}","{com}",0.000526397275119988,0.747252747252747,0.000704443412292925,361.53599209779,68
"131","{eth}","{mining}",0.00018578727357176,0.5,0.000371574547143521,117.436363636364,24
"132","{valley}","{silicon}",0.000456727047530577,0.655555555555556,0.000696702275894101,504.075396825397,59
"133","{blocker}","{ad}",0.000410280229137637,0.854838709677419,0.000479950456727048,57.395043927302,53
"134","{peanut}","{butter}",0.000294163183155287,0.644067796610169,0.000456727047530577,1280.01043024772,38
"135","{butter}","{peanut}",0.000294163183155287,0.584615384615385,0.000503173865923517,1280.01043024772,38
"136","{states}","{united}",0.000286422046756464,0.973684210526316,0.000294163183155287,2734.35926773455,37
"137","{united}","{states}",0.000286422046756464,0.804347826086957,0.000356092274345874,2734.35926773455,37
"138","{asleep}","{fall}",0.000178046137172937,0.575,0.000309645455952934,255.252577319588,23
"139","{simulator}","{flight}",0.000387056819941167,0.657894736842105,0.000588326366310574,739.016018306636,50
"140","{upscale}","{8k}",0.000224492955565877,0.537037037037037,0.000418021365536461,136.028322440087,29
"141","{inflate}","{price}",0.000201269546369407,0.702702702702703,0.000286422046756464,43.2468485636661,26
"142","{hike}","{price}",0.000201269546369407,0.787878787878788,0.00025545750116117,48.4888908138074,26
"143","{farmer}","{der}",0.000441244774732931,0.575757575757576,0.000766372503483511,708.34632034632,57
"144","{der}","{farmer}",0.000441244774732931,0.542857142857143,0.000812819321876451,708.34632034632,57
"145","{farmer}","{mean}",0.000410280229137637,0.535353535353535,0.000766372503483511,31.6507870466681,53
"146","{korea}","{south}",0.00025545750116117,0.5,0.000510915002322341,439.387755102041,33
"147","{ubisoft}","{game}",0.000193528409970584,0.5,0.000387056819941167,17.5040650406504,25
"148","{moore}","{dead}",0.000239975228363524,0.62,0.000387056819941167,174.112173913043,31
"149","{moore}","{law}",0.000325127728750581,0.84,0.000387056819941167,376.775,42
"150","{skywalker}","{rise}",0.000348351137947051,0.918367346938776,0.000379315683542344,644.753771073647,45
"151","{strix}","{asus}",0.000170305000774114,0.611111111111111,0.00027868091035764,415.491228070176,22
"152","{unboxed}","{hardware}",0.0002322340919647,0.9375,0.000247716364762347,192.844347133758,30
"153","{neutrality}","{net}",0.000448985911131754,0.983050847457627,0.000456727047530577,1024.11700382723,58
"154","{toshiba}","{laptop}",0.000286422046756464,0.660714285714286,0.000433503638334107,98.1046798029557,37
"155","{rifle}","{laser}",0.000464468183929401,0.731707317073171,0.000634773184703514,502.776336274001,60
"156","{vincero}","{watch}",0.000479950456727048,0.639175257731959,0.000750890230685865,25.7544166543401,62
"157","{york}","{new}",0.0002322340919647,0.967741935483871,0.000239975228363524,26.4018803011207,30
"158","{blu}","{ray}",0.00018578727357176,0.705882352941177,0.000263198637559994,153.253583786456,24
"159","{learning}","{deep}",0.000178046137172937,0.5,0.000356092274345874,268.008298755187,23
"160","{stake}","{proof}",0.000216751819167054,0.608695652173913,0.000356092274345874,485.378421900161,28
"161","{su}","{lisa}",0.000565102957114104,0.793478260869565,0.000712184548691748,949.088164251208,73
"162","{lisa}","{su}",0.000565102957114104,0.675925925925926,0.000836042731072922,949.088164251208,73
"163","{risc}","{arm}",0.000363833410744697,0.635135135135135,0.000572844093512928,74.3850922545392,47
"164","{10th}","{gen}",0.000317386592351757,0.706896551724138,0.000448985911131754,128.796751130782,41
"165","{10th}","{intel}",0.000263198637559994,0.586206896551724,0.000448985911131754,16.4693794903331,34
"166","{disk}","{drive}",0.000263198637559994,0.576271186440678,0.000456727047530577,148.885423728814,34
"167","{570}","{rx}",0.00020901068276823,0.58695652173913,0.000356092274345874,227.696827262045,27
"168","{launcher}","{game}",0.00025545750116117,0.578947368421053,0.000441244774732931,20.267864783911,33
"169","{humble}","{bundle}",0.000178046137172937,0.560975609756098,0.000317386592351757,1478.91488302638,23
"170","{disc}","{drive}",0.000247716364762347,0.60377358490566,0.000410280229137637,155.990943396226,32
"171","{taxis}","{pay}",0.0002322340919647,0.5,0.000464468183929401,42.133072407045,30
"172","{anytime}","{soon}",0.000224492955565877,0.517857142857143,0.000433503638334107,105.183625336927,29
"173","{entry}","{level}",0.000178046137172937,0.547619047619048,0.000325127728750581,197.051333068046,23
"174","{1030}","{gt}",0.000456727047530577,0.655555555555556,0.000696702275894101,338.738666666667,59
"175","{selling}","{point}",0.00018578727357176,0.51063829787234,0.000363833410744697,59.9130384370108,24
"176","{combo}","{riley}",0.000371574547143521,0.516129032258065,0.000719925685090571,9.47336578390122,48
"177","{christ}","{jesus}",0.000363833410744697,0.723076923076923,0.000503173865923518,479.010650887574,47
"178","{rob}","{scalper}",0.000425762501935284,0.578947368421053,0.000735407957888218,152.629430719656,55
"179","{league}","{rocket}",0.000348351137947051,0.608108108108108,0.000572844093512928,473.225333767502,45
"180","{discrete}","{intel}",0.00025545750116117,0.66,0.000387056819941167,18.5425837320574,33
"181","{tik}","{tok}",0.000921195231459978,0.967479674796748,0.000952159777055272,946.810790835181,119
"182","{tok}","{tik}",0.000921195231459978,0.901515151515151,0.00102183000464468,946.810790835181,119
"183","{580}","{rx}",0.000340610001548227,0.745762711864407,0.000456727047530577,289.302183539472,44
"184","{buggy}","{game}",0.000224492955565877,0.5,0.000448985911131754,17.5040650406504,29
"185","{deck}","{steam}",0.000479950456727048,0.681318681318681,0.000704443412292925,116.265187916443,62
"186","{express}","{memory}",0.000325127728750581,0.567567567567568,0.000572844093512928,225.59501039501,42
"187","{aib}","{card}",0.000178046137172937,0.522727272727273,0.000340610001548227,21.4913778137839,23
"188","{autopilot}","{tesla}",0.000448985911131754,0.698795180722892,0.000642514321102338,207.996224529454,58
"189","{operating}","{system}",0.000286422046756464,0.925,0.000309645455952934,169.973684210526,37
"190","{edison}","{company}",0.000665737730298808,0.514970059880239,0.0012927697786035,33.3954981603059,86
"191","{row}","{excel}",0.000340610001548227,0.556962025316456,0.000611549775507045,614.943200259656,44
"192","{120hz}","{8k}",0.000356092274345874,0.58974358974359,0.000603808639108221,149.378582202112,46
"193","{oof}","{big}",0.0010605356866388,0.622727272727273,0.00170305000774114,49.2916109625668,137
"194","{bait}","{click}",0.000727666821489395,0.740157480314961,0.000983124322650565,128.340326586693,94
"195","{library}","{game}",0.000216751819167054,0.528301886792453,0.000410280229137637,18.4948611750268,28
"196","{flood}","{market}",0.000224492955565877,0.537037037037037,0.000418021365536461,77.168458781362,29
"197","{x470}","{b450}",0.000247716364762347,0.5,0.000495432729524694,478.444444444444,32
"198","{fx}","{amd}",0.000309645455952934,0.512820512820513,0.000603808639108221,13.0714589278125,40
"199","{2077}","{cyberpunk}",0.000828301594674098,0.816793893129771,0.00101408886824586,308.51881612428,107
"200","{scheme}","{name}",0.000433503638334107,0.523364485981308,0.000828301594674098,156.139086141029,56
"201","{1010}","{gt}",0.000781854776281158,0.594117647058824,0.00131599318779997,306.992470588235,101
"202","{crysis}","{run}",0.00158693296175879,0.694915254237288,0.00228363523765289,49.107851500204,205
"203","{consumption}","{power}",0.000340610001548227,0.758620689655172,0.000448985911131754,97.0283373164903,44
"204","{5700}","{xt}",0.000394797956339991,0.586206896551724,0.000673478866697631,327.81907747425,51
"205","{founder}","{edition}",0.000340610001548227,0.536585365853659,0.000634773184703514,280.631973931075,44
"206","{panel}","{control}",0.000425762501935284,0.518867924528302,0.000820560458275275,168.410448468759,55
"207","{solve}","{problem}",0.000363833410744697,0.505376344086022,0.000719925685090571,85.3392367699768,47
"208","{120fps}","{8k}",0.000541879547917634,0.588235294117647,0.000921195231459978,148.996539792388,70
"209","{pulseway}","{ad}",0.00179594364452702,0.770764119601329,0.00233008205604583,51.7501605873699,232
"210","{pulseway}","{linus}",0.00191980182690819,0.823920265780731,0.00233008205604583,12.7971648351034,248
"211","{am4}","{amd}",0.000356092274345874,0.597402597402597,0.000596067502709398,15.2274008548673,46
"212","{luck}","{good}",0.000812819321876451,0.75,0.00108375909583527,13.6246660104064,105
"213","{19}","{covid}",0.000472209320328224,0.554545454545455,0.000851525003870568,356.398914518318,61
"214","{reasonable}","{price}",0.000371574547143521,0.516129032258065,0.000719925685090571,31.7644346770351,48
"215","{collect}","{datum}",0.000596067502709398,0.636363636363636,0.000936677504257625,113.074903088658,77
"216","{leg}","{arm}",0.000479950456727048,0.512396694214876,0.000936677504257625,60.0103399444041,62
"217","{lake}","{intel}",0.000681220003096455,0.5,0.00136244000619291,14.0474119182253,88
"218","{lower}","{price}",0.000448985911131754,0.504347826086956,0.000890230685864685,31.0393769289724,58
"219","{musk}","{elon}",0.00103731227744233,0.724324324324324,0.00143211023378232,313.987302738981,134
"220","{currency}","{crypto}",0.000557361820715281,0.507042253521127,0.00109924136863292,129.190765897158,72
"221","{devs}","{game}",0.000495432729524694,0.576576576576577,0.000859266140269392,20.1848677946239,64
"222","{reboot}","{rog}",0.00157919182535996,0.715789473684211,0.00220622387366465,286.271468144044,204
"223","{rog}","{reboot}",0.00157919182535996,0.631578947368421,0.00250038705681994,286.271468144044,204
"224","{reboot}","{rig}",0.00136244000619291,0.617543859649123,0.00220622387366465,216.190557695051,176
"225","{shadow}","{legend}",0.00164112091655055,0.711409395973154,0.00230685864684936,241.841752031084,212
"226","{legend}","{shadow}",0.00164112091655055,0.557894736842105,0.00294163183155287,241.841752031084,212
"227","{shadow}","{raid}",0.00169530887134231,0.73489932885906,0.00230685864684936,218.239759314973,219
"228","{raid}","{shadow}",0.00169530887134231,0.503448275862069,0.00336739433348816,218.239759314973,219
"229","{legend}","{raid}",0.00168756773494349,0.573684210526316,0.00294163183155287,170.36442831216,218
"230","{raid}","{legend}",0.00168756773494349,0.501149425287356,0.00336739433348816,170.36442831216,218
"231","{jack}","{headphone}",0.000952159777055272,0.504098360655738,0.0018888372813129,234.242540393914,123
"232","{social}","{medium}",0.000812819321876451,0.527638190954774,0.00154048614336585,145.95353641871,105
"233","{beard}","{linus}",0.00220622387366465,0.534709193245779,0.00412602570057284,8.30512607712994,285
"234","{citizen}","{star}",0.00134695773339526,0.693227091633466,0.00194302523610466,104.008217999084,174
"235","{x86}","{arm}",0.00145533364297879,0.783333333333333,0.0018578727357176,91.7416137805984,188
"236","{ta}","{get}",0.00252361046601641,0.898071625344353,0.00281003251277288,22.0389233590394,326
"237","{forward}","{look}",0.00140888682458585,0.7109375,0.00198173091809878,21.9762876884422,182
"238","{pre}","{order}",0.00147081591577644,0.625,0.0023533054652423,144.690860215054,190
"239","{tip}","{tech}",0.00301130205914228,0.694642857142857,0.00433503638334107,19.7521382975378,389
"240","{tip}","{linus}",0.00226815296485524,0.523214285714286,0.00433503638334107,8.12658668132397,293
"241","{nm}","{intel}",0.00181142591732466,0.508695652173913,0.00356092274345874,14.2917147341944,234
"242","{quick}","{bit}",0.00437374206533519,0.697530864197531,0.00627032048304691,57.1020513542693,565
"243","{trace}","{ray}",0.00397120297259638,0.943014705882353,0.0042111782009599,204.737209589718,513
"244","{ray}","{trace}",0.00397120297259638,0.86218487394958,0.00460597615729989,204.737209589718,513
"245","{star}","{war}",0.00372348660783403,0.558652729384437,0.0066651184393869,88.3314070769664,481
"246","{war}","{star}",0.00372348660783403,0.588739290085679,0.00632450843783867,88.3314070769664,481
"247","{link}","{tech}",0.00389379160860814,0.522326064382139,0.00745471435206688,14.852318071073,503
"248","{sound}","{like}",0.00652577798420808,0.547402597402597,0.011921350054188,6.08497268156506,843
"249","{gon}","{na}",0.012269701192135,0.996228786926461,0.0123161480105279,79.1955905816371,1585
"250","{na}","{gon}",0.012269701192135,0.975384615384615,0.0125793466480879,79.1955905816371,1585
"251","{news}","{tech}",0.0171466171233937,0.538798345901241,0.0318238117355628,15.3207066527674,2215
"252","{bytedance,tencent}","{tiktok}",0.000170305000774114,0.846153846153846,0.000201269546369407,290.707855973813,22
"253","{bytedance,tiktok}","{tencent}",0.000170305000774114,0.916666666666667,0.00018578727357176,1012.09401709402,22
"254","{tencent,tiktok}","{bytedance}",0.000170305000774114,0.846153846153846,0.000201269546369407,3769.17771883289,22
"255","{bytedance,tencent}","{own}",0.00018578727357176,0.923076923076923,0.000201269546369407,383.418253771952,24
"256","{bytedance,own}","{tencent}",0.00018578727357176,0.888888888888889,0.00020901068276823,981.424501424501,24
"257","{bytedance,tiktok}","{own}",0.000178046137172937,0.958333333333333,0.00018578727357176,398.06270096463,23
"258","{bytedance,own}","{tiktok}",0.000178046137172937,0.851851851851852,0.00020901068276823,292.66548463357,23
"259","{own,tiktok}","{bytedance}",0.000178046137172937,0.741935483870968,0.000239975228363524,3304.93882091212,23
"260","{bauer,der8auer}","{farmer}",0.000170305000774114,0.88,0.000193528409970584,1148.26666666667,22
"261","{der8auer,farmer}","{bauer}",0.000170305000774114,0.733333333333333,0.0002322340919647,1088.87356321839,22
"262","{bauer,der8auer}","{der}",0.000178046137172937,0.92,0.000193528409970584,1131.86285714286,23
"263","{der,der8auer}","{bauer}",0.000178046137172937,0.958333333333333,0.00018578727357176,1422.95977011494,23
"264","{geep,scrapyard}","{war}",0.000356092274345874,0.958333333333333,0.000371574547143521,151.526927784578,46
"265","{geep,war}","{scrapyard}",0.000356092274345874,0.938775510204082,0.000379315683542344,1924.93683187561,46
"266","{scrapyard,war}","{geep}",0.000356092274345874,0.793103448275862,0.000448985911131754,1679.55907292256,46
"267","{geep,linus}","{scrapyard}",0.000178046137172937,0.92,0.000193528409970584,1886.4380952381,23
"268","{linus,scrapyard}","{geep}",0.000178046137172937,0.793103448275862,0.000224492955565877,1679.55907292256,23
"269","{carbon,nano}","{tube}",0.000278680910357641,0.878048780487805,0.000317386592351757,1169.34372642696,36
"270","{nano,tube}","{carbon}",0.000278680910357641,0.972972972972973,0.000286422046756464,726.523980628027,36
"271","{carbon,tube}","{nano}",0.000278680910357641,0.923076923076923,0.000301904319554111,2055.9151193634,36
"272","{linus,scrapyard}","{war}",0.000193528409970584,0.862068965517241,0.000224492955565877,136.306081965137,25
"273","{11th,gen}","{intel}",0.000193528409970584,0.625,0.000309645455952934,17.5592648977816,25
"274","{11th,intel}","{gen}",0.000193528409970584,0.892857142857143,0.000216751819167054,162.678823292364,25
"275","{bauer,farmer}","{der}",0.000433503638334107,0.823529411764706,0.000526397275119988,1013.17647058824,56
"276","{bauer,der}","{farmer}",0.000433503638334107,0.746666666666667,0.000580585229911751,974.286868686869,56
"277","{der,farmer}","{bauer}",0.000433503638334107,0.982456140350877,0.000441244774732931,1458.77797943134,56
"278","{bauer,builder}","{farmer}",0.000178046137172937,0.621621621621622,0.000286422046756464,811.122031122031,23
"279","{builder,farmer}","{bauer}",0.000178046137172937,0.793103448275862,0.000224492955565877,1177.62187871581,23
"280","{bauer,german}","{farmer}",0.0002322340919647,0.810810810810811,0.000286422046756464,1057.98525798526,30
"281","{farmer,german}","{bauer}",0.0002322340919647,0.909090909090909,0.00025545750116117,1349.84326018809,30
"282","{bauer,farmer}","{mean}",0.000325127728750581,0.617647058823529,0.000526397275119988,36.5160856104456,42
"283","{bauer,mean}","{farmer}",0.000325127728750581,0.777777777777778,0.000418021365536461,1014.88215488215,42
"284","{farmer,mean}","{bauer}",0.000325127728750581,0.792452830188679,0.000410280229137637,1176.65582303188,42
"285","{bauer,builder}","{der}",0.000247716364762347,0.864864864864865,0.000286422046756464,1064.03088803089,32
"286","{builder,der}","{bauer}",0.000247716364762347,0.96969696969697,0.00025545750116117,1439.83281086729,32
